# V_set	I	V	t
# "V_appl"	"I_meas"	"V_appl"	"Elapsed time"
# 201
0.86	0.00086	0.86	3.550850338
0.87	0.00087	0.87	3.563591623
0.88	0.00088	0.88	3.576673108
0.89	0.00089	0.89	3.589334122
0.9	0.0009	0.9	3.600929432
0.91	0.00091	0.91	3.613855819
0.92	0.00092	0.92	3.626488319
0.93	0.00093	0.93	3.639504147
0.94	0.00094	0.94	3.651648994
0.95	0.00095	0.95	3.662360861
0.96	0.00096	0.96	3.673400449
0.97	0.00097	0.97	3.683919216
0.98	0.00098	0.98	3.694725657
0.99	0.00099	0.99	3.707565147
1	0.001	1	3.718228153
