# V_set	V_set_0	I	V_0	V_1	t
# "V_appl_1"	"V_appl_2"	"I_meas"	"V_appl_1"	"V_appl_2"	"Elapsed time"
# 201	201
-1	-0.58	-0.00158	-1	-0.58	10.143643034
-1	-0.57	-0.00157	-1	-0.57	10.145397809
-1	-0.56	-0.00156	-1	-0.56	10.146991435
-1	-0.55	-0.00155	-1	-0.55	10.148787706
-1	-0.54	-0.00154	-1	-0.54	10.150674091
-1	-0.53	-0.00153	-1	-0.53	10.152567753
-1	-0.52	-0.00152	-1	-0.52	10.154450576
-1	-0.51	-0.00151	-1	-0.51	10.156395529
-1	-0.5	-0.0015	-1	-0.5	10.158303252
-1	-0.49	-0.00149	-1	-0.49	10.160093149
-1	-0.48	-0.00148	-1	-0.48	10.161945404
-1	-0.47	-0.00147	-1	-0.47	10.163797669
-1	-0.46	-0.00146	-1	-0.46	10.165730097
-1	-0.45	-0.00145	-1	-0.45	10.16749635
-1	-0.44	-0.00144	-1	-0.44	10.169236645
-1	-0.43	-0.00143	-1	-0.43	10.171013167
-1	-0.42	-0.00142	-1	-0.42	10.1727679
-1	-0.41	-0.00141	-1	-0.41	10.174505064
-1	-0.4	-0.0014	-1	-0.4	10.176219169
-1	-0.39	-0.00139	-1	-0.39	10.178012603
-1	-0.38	-0.00138	-1	-0.38	10.179725695
-1	-0.37	-0.00137	-1	-0.37	10.181534463
-1	-0.36	-0.00136	-1	-0.36	10.183421664
-1	-0.35	-0.00135	-1	-0.35	10.185308816
-1	-0.34	-0.00134	-1	-0.34	10.187165825
-1	-0.33	-0.00133	-1	-0.33	10.189049909
-1	-0.32	-0.00132	-1	-0.32	10.190968654
-1	-0.31	-0.00131	-1	-0.31	10.192855836
-1	-0.3	-0.0013	-1	-0.3	10.194784953
-1	-0.29	-0.00129	-1	-0.29	10.196672999
-1	-0.28	-0.00128	-1	-0.28	10.198602364
-1	-0.27	-0.00127	-1	-0.27	10.200592377
-1	-0.26	-0.00126	-1	-0.26	10.202643356
-1	-0.25	-0.00125	-1	-0.25	10.204219476
-1	-0.24	-0.00124	-1	-0.24	10.205796468
-1	-0.23	-0.00123	-1	-0.23	10.207358075
-1	-0.22	-0.00122	-1	-0.22	10.209079136
-1	-0.21	-0.00121	-1	-0.21	10.210970073
-1	-0.2	-0.0012	-1	-0.2	10.212855519
-1	-0.19	-0.00119	-1	-0.19	10.214741445
-1	-0.18	-0.00118	-1	-0.18	10.216600348
-1	-0.17	-0.00117	-1	-0.17	10.218547053
-1	-0.16	-0.00116	-1	-0.16	10.220437076
-1	-0.15	-0.00115	-1	-0.15	10.222318073
-1	-0.14	-0.00114	-1	-0.14	10.224198019
-1	-0.13	-0.00113	-1	-0.13	10.226082987
-1	-0.12	-0.00112	-1	-0.12	10.227993264
-1	-0.11	-0.00111	-1	-0.11	10.229880766
-1	-0.1	-0.0011	-1	-0.1	10.231764712
-1	-0.09	-0.00109	-1	-0.09	10.233647909
-1	-0.08	-0.00108	-1	-0.08	10.23552944
-1	-0.07	-0.00107	-1	-0.07	10.237411181
-1	-0.0599999999999999	-0.00106	-1	-0.0599999999999999	10.239289404
-1	-0.0499999999999999	-0.00105	-1	-0.0499999999999999	10.241239524
-1	-0.04	-0.00104	-1	-0.04	10.242957982
-1	-0.03	-0.00103	-1	-0.03	10.24484757
-1	-0.02	-0.00102	-1	-0.02	10.246752904
-1	-0.01	-0.00101	-1	-0.01	10.248635216
-1	0	-0.001	-1	0	10.250513484
-1	0.01	-0.00099	-1	0.01	10.252406659
-1	0.02	-0.00098	-1	0.02	10.254284091
-1	0.03	-0.00097	-1	0.03	10.256241379
-1	0.04	-0.00096	-1	0.04	10.258244825
-1	0.05	-0.00095	-1	0.05	10.260188803
-1	0.0600000000000001	-0.00094	-1	0.0600000000000001	10.262067058
-1	0.0700000000000001	-0.00093	-1	0.0700000000000001	10.263952928
-1	0.0800000000000001	-0.00092	-1	0.0800000000000001	10.265858404
-1	0.0900000000000001	-0.00091	-1	0.0900000000000001	10.267791614
-1	0.1	-0.0009	-1	0.1	10.269682247
-1	0.11	-0.00089	-1	0.11	10.271571341
-1	0.12	-0.00088	-1	0.12	10.273454664
-1	0.13	-0.00087	-1	0.13	10.275339219
-1	0.14	-0.00086	-1	0.14	10.278254827
-1	0.15	-0.00085	-1	0.15	10.280058031
-1	0.16	-0.00084	-1	0.16	10.281777484
-1	0.17	-0.00083	-1	0.17	10.283181524
-1	0.18	-0.00082	-1	0.18	10.28498379
-1	0.19	-0.00081	-1	0.19	10.28662892
-1	0.2	-0.0008	-1	0.2	10.28807161
-1	0.21	-0.00079	-1	0.21	10.289706248
-1	0.22	-0.00078	-1	0.22	10.291384096
-1	0.23	-0.00077	-1	0.23	10.293121238
-1	0.24	-0.00076	-1	0.24	10.294707205
-1	0.25	-0.00075	-1	0.25	10.296343376
-1	0.26	-0.00074	-1	0.26	10.297838473
-1	0.27	-0.00073	-1	0.27	10.299402363
-1	0.28	-0.00072	-1	0.28	10.300986386
-1	0.29	-0.00071	-1	0.29	10.302319969
-1	0.3	-0.0007	-1	0.3	10.303819038
-1	0.31	-0.00069	-1	0.31	10.305493409
-1	0.32	-0.00068	-1	0.32	10.306985257
-1	0.33	-0.00067	-1	0.33	10.308587534
-1	0.34	-0.00066	-1	0.34	10.310147682
-1	0.35	-0.00065	-1	0.35	10.311738059
-1	0.36	-0.00064	-1	0.36	10.313325517
-1	0.37	-0.00063	-1	0.37	10.314922731
-1	0.38	-0.00062	-1	0.38	10.316338566
-1	0.39	-0.00061	-1	0.39	10.317679341
-1	0.4	-0.0006	-1	0.4	10.319020566
-1	0.41	-0.00059	-1	0.41	10.320628286
-1	0.42	-0.00058	-1	0.42	10.322204051
-1	0.43	-0.00057	-1	0.43	10.323816721
-1	0.44	-0.00056	-1	0.44	10.325401159
-1	0.45	-0.00055	-1	0.45	10.327040861
-1	0.46	-0.00054	-1	0.46	10.328600988
-1	0.47	-0.00053	-1	0.47	10.330226471
-1	0.48	-0.00052	-1	0.48	10.331711119
-1	0.49	-0.00051	-1	0.49	10.333457629
-1	0.5	-0.0005	-1	0.5	10.335277055
-1	0.51	-0.00049	-1	0.51	10.336669942
-1	0.52	-0.00048	-1	0.52	10.338147941
-1	0.53	-0.00047	-1	0.53	10.339764851
-1	0.54	-0.00046	-1	0.54	10.341327631
-1	0.55	-0.00045	-1	0.55	10.34292494
-1	0.56	-0.00044	-1	0.56	10.344486764
-1	0.57	-0.00043	-1	0.57	10.346047471
-1	0.58	-0.00042	-1	0.58	10.347641839
-1	0.59	-0.00041	-1	0.59	10.349301564
-1	0.6	-0.0004	-1	0.6	10.350762945
-1	0.61	-0.00039	-1	0.61	10.352402229
-1	0.62	-0.00038	-1	0.62	10.354034846
-1	0.63	-0.00037	-1	0.63	10.355685692
-1	0.64	-0.00036	-1	0.64	10.357035634
-1	0.65	-0.00035	-1	0.65	10.359583042
-1	0.66	-0.00034	-1	0.66	10.361339581
-1	0.67	-0.00033	-1	0.67	10.362631901
-1	0.68	-0.00032	-1	0.68	10.36423571
-1	0.69	-0.00031	-1	0.69	10.365939098
-1	0.7	-0.0003	-1	0.7	10.367336341
-1	0.71	-0.00029	-1	0.71	10.368954317
-1	0.72	-0.00028	-1	0.72	10.370665903
-1	0.73	-0.00027	-1	0.73	10.37205019
-1	0.74	-0.00026	-1	0.74	10.37365705
-1	0.75	-0.00025	-1	0.75	10.375274697
-1	0.76	-0.00024	-1	0.76	10.376806736
-1	0.77	-0.00023	-1	0.77	10.378407591
-1	0.78	-0.00022	-1	0.78	10.379927564
-1	0.79	-0.00021	-1	0.79	10.38155683
-1	0.8	-0.0002	-1	0.8	10.383154591
-1	0.81	-0.00019	-1	0.81	10.384790892
-1	0.82	-0.00018	-1	0.82	10.386388823
-1	0.83	-0.00017	-1	0.83	10.388050419
-1	0.84	-0.00016	-1	0.84	10.389670561
-1	0.85	-0.00015	-1	0.85	10.391302009
-1	0.86	-0.00014	-1	0.86	10.392974634
-1	0.87	-0.00013	-1	0.87	10.394683603
-1	0.88	-0.00012	-1	0.88	10.396515326
-1	0.89	-0.00011	-1	0.89	10.398410526
-1	0.9	-9.99999999999999e-05	-1	0.9	10.400166254
-1	0.91	-8.99999999999999e-05	-1	0.91	10.401876353
-1	0.92	-8.00000000000001e-05	-1	0.92	10.403611647
-1	0.93	-7.00000000000001e-05	-1	0.93	10.405102191
-1	0.94	-6.00000000000001e-05	-1	0.94	10.407073427
-1	0.95	-5e-05	-1	0.95	10.408809257
-1	0.96	-4e-05	-1	0.96	10.410573429
-1	0.97	-3e-05	-1	0.97	10.412362784
-1	0.98	-2e-05	-1	0.98	10.41432257
-1	0.99	-1e-05	-1	0.99	10.416158316
-1	1	0	-1	1	10.417778171

-0.99	-1	-0.00199	-0.99	-1	10.624632283
-0.99	-0.99	-0.00198	-0.99	-0.99	10.626109984
-0.99	-0.98	-0.00197	-0.99	-0.98	10.627551559
-0.99	-0.97	-0.00196	-0.99	-0.97	10.629047559
-0.99	-0.96	-0.00195	-0.99	-0.96	10.630569651
-0.99	-0.95	-0.00194	-0.99	-0.95	10.632009808
-0.99	-0.94	-0.00193	-0.99	-0.94	10.633427649
-0.99	-0.93	-0.00192	-0.99	-0.93	10.634877036
-0.99	-0.92	-0.00191	-0.99	-0.92	10.636298397
-0.99	-0.91	-0.0019	-0.99	-0.91	10.637491519
-0.99	-0.9	-0.00189	-0.99	-0.9	10.638887367
-0.99	-0.89	-0.00188	-0.99	-0.89	10.640312259
-0.99	-0.88	-0.00187	-0.99	-0.88	10.641623636
-0.99	-0.87	-0.00186	-0.99	-0.87	10.643025016
-0.99	-0.86	-0.00185	-0.99	-0.86	10.644420763
-0.99	-0.85	-0.00184	-0.99	-0.85	10.64570569
-0.99	-0.84	-0.00183	-0.99	-0.84	10.647131372
-0.99	-0.83	-0.00182	-0.99	-0.83	10.648437824
-0.99	-0.82	-0.00181	-0.99	-0.82	10.649927399
-0.99	-0.81	-0.0018	-0.99	-0.81	10.651375554
-0.99	-0.8	-0.00179	-0.99	-0.8	10.652778954
-0.99	-0.79	-0.00178	-0.99	-0.79	10.654182403
-0.99	-0.78	-0.00177	-0.99	-0.78	10.655506534
-0.99	-0.77	-0.00176	-0.99	-0.77	10.656890242
-0.99	-0.76	-0.00175	-0.99	-0.76	10.658261423
-0.99	-0.75	-0.00174	-0.99	-0.75	10.659623831
-0.99	-0.74	-0.00173	-0.99	-0.74	10.661004143
-0.99	-0.73	-0.00172	-0.99	-0.73	10.66237751
-0.99	-0.72	-0.00171	-0.99	-0.72	10.663864667
-0.99	-0.71	-0.0017	-0.99	-0.71	10.665379614
-0.99	-0.7	-0.00169	-0.99	-0.7	10.66682745
-0.99	-0.69	-0.00168	-0.99	-0.69	10.668155983
-0.99	-0.68	-0.00167	-0.99	-0.68	10.669542658
-0.99	-0.67	-0.00166	-0.99	-0.67	10.670923615
-0.99	-0.66	-0.00165	-0.99	-0.66	10.672304921
-0.99	-0.65	-0.00164	-0.99	-0.65	10.673696887
-0.99	-0.64	-0.00163	-0.99	-0.64	10.675084519
-0.99	-0.63	-0.00162	-0.99	-0.63	10.676468718
-0.99	-0.62	-0.00161	-0.99	-0.62	10.6778478
-0.99	-0.61	-0.0016	-0.99	-0.61	10.679228188
-0.99	-0.6	-0.00159	-0.99	-0.6	10.680612043
-0.99	-0.59	-0.00158	-0.99	-0.59	10.682032042
-0.99	-0.58	-0.00157	-0.99	-0.58	10.683405983
-0.99	-0.57	-0.00156	-0.99	-0.57	10.68478834
-0.99	-0.56	-0.00155	-0.99	-0.56	10.686167937
-0.99	-0.55	-0.00154	-0.99	-0.55	10.687547049
-0.99	-0.54	-0.00153	-0.99	-0.54	10.688926313
-0.99	-0.53	-0.00152	-0.99	-0.53	10.690307024
-0.99	-0.52	-0.00151	-0.99	-0.52	10.691687875
-0.99	-0.51	-0.0015	-0.99	-0.51	10.693057944
-0.99	-0.5	-0.00149	-0.99	-0.5	10.694444433
-0.99	-0.49	-0.00148	-0.99	-0.49	10.695864538
-0.99	-0.48	-0.00147	-0.99	-0.48	10.697367342
-0.99	-0.47	-0.00146	-0.99	-0.47	10.698812191
-0.99	-0.46	-0.00145	-0.99	-0.46	10.700127108
-0.99	-0.45	-0.00144	-0.99	-0.45	10.701526165
-0.99	-0.44	-0.00143	-0.99	-0.44	10.70293543
-0.99	-0.43	-0.00142	-0.99	-0.43	10.704348804
-0.99	-0.42	-0.00141	-0.99	-0.42	10.7057607
-0.99	-0.41	-0.0014	-0.99	-0.41	10.707171675
-0.99	-0.4	-0.00139	-0.99	-0.4	10.708367889
-0.99	-0.39	-0.00138	-0.99	-0.39	10.709790065
-0.99	-0.38	-0.00137	-0.99	-0.38	10.711058058
-0.99	-0.37	-0.00136	-0.99	-0.37	10.712550768
-0.99	-0.36	-0.00135	-0.99	-0.36	10.713963676
-0.99	-0.35	-0.00134	-0.99	-0.35	10.715352074
-0.99	-0.34	-0.00133	-0.99	-0.34	10.71679568
-0.99	-0.33	-0.00132	-0.99	-0.33	10.718188819
-0.99	-0.32	-0.00131	-0.99	-0.32	10.719374999
-0.99	-0.31	-0.0013	-0.99	-0.31	10.720734314
-0.99	-0.3	-0.00129	-0.99	-0.3	10.722115103
-0.99	-0.29	-0.00128	-0.99	-0.29	10.723495138
-0.99	-0.28	-0.00127	-0.99	-0.28	10.72487321
-0.99	-0.27	-0.00126	-0.99	-0.27	10.726247398
-0.99	-0.26	-0.00125	-0.99	-0.26	10.727752928
-0.99	-0.25	-0.00124	-0.99	-0.25	10.729357412
-0.99	-0.24	-0.00123	-0.99	-0.24	10.730972417
-0.99	-0.23	-0.00122	-0.99	-0.23	10.732601353
-0.99	-0.22	-0.00121	-0.99	-0.22	10.734135345
-0.99	-0.21	-0.0012	-0.99	-0.21	10.73584351
-0.99	-0.2	-0.00119	-0.99	-0.2	10.737723159
-0.99	-0.19	-0.00118	-0.99	-0.19	10.739659617
-0.99	-0.18	-0.00117	-0.99	-0.18	10.741541039
-0.99	-0.17	-0.00116	-0.99	-0.17	10.743424587
-0.99	-0.16	-0.00115	-0.99	-0.16	10.745285781
-0.99	-0.15	-0.00114	-0.99	-0.15	10.747197614
-0.99	-0.14	-0.00113	-0.99	-0.14	10.749134311
-0.99	-0.13	-0.00112	-0.99	-0.13	10.751016549
-0.99	-0.12	-0.00111	-0.99	-0.12	10.752897484
-0.99	-0.11	-0.0011	-0.99	-0.11	10.75477681
-0.99	-0.1	-0.00109	-0.99	-0.1	10.756648492
-0.99	-0.09	-0.00108	-0.99	-0.09	10.758536888
-0.99	-0.08	-0.00107	-0.99	-0.08	10.760416019
-0.99	-0.07	-0.00106	-0.99	-0.07	10.762347598
-0.99	-0.0599999999999999	-0.00105	-0.99	-0.0599999999999999	10.764402769
-0.99	-0.0499999999999999	-0.00104	-0.99	-0.0499999999999999	10.766341103
-0.99	-0.04	-0.00103	-0.99	-0.04	10.768221641
-0.99	-0.03	-0.00102	-0.99	-0.03	10.77010069
-0.99	-0.02	-0.00101	-0.99	-0.02	10.77197584
-0.99	-0.01	-0.001	-0.99	-0.01	10.773915744
-0.99	0	-0.00099	-0.99	0	10.775830141
-0.99	0.01	-0.00098	-0.99	0.01	10.77763909
-0.99	0.02	-0.00097	-0.99	0.02	10.779523918
-0.99	0.03	-0.00096	-0.99	0.03	10.781398908
-0.99	0.04	-0.00095	-0.99	0.04	10.783302014
-0.99	0.05	-0.00094	-0.99	0.05	10.785185028
-0.99	0.0600000000000001	-0.00093	-0.99	0.0600000000000001	10.787073107
-0.99	0.0700000000000001	-0.00092	-0.99	0.0700000000000001	10.788953994
-0.99	0.0800000000000001	-0.00091	-0.99	0.0800000000000001	10.790873149
-0.99	0.0900000000000001	-0.0009	-0.99	0.0900000000000001	10.792757951
-0.99	0.1	-0.00089	-0.99	0.1	10.794679617
-0.99	0.11	-0.00088	-0.99	0.11	10.796568765
-0.99	0.12	-0.00087	-0.99	0.12	10.798488031
-0.99	0.13	-0.00086	-0.99	0.13	10.800366653
-0.99	0.14	-0.00085	-0.99	0.14	10.802269636
-0.99	0.15	-0.00084	-0.99	0.15	10.80421309
-0.99	0.16	-0.00083	-0.99	0.16	10.80613619
-0.99	0.17	-0.00082	-0.99	0.17	10.808008669
-0.99	0.18	-0.00081	-0.99	0.18	10.809884452
-0.99	0.19	-0.0008	-0.99	0.19	10.811607389
-0.99	0.2	-0.00079	-0.99	0.2	10.813346919
-0.99	0.21	-0.00078	-0.99	0.21	10.815224727
-0.99	0.22	-0.00077	-0.99	0.22	10.817453511
-0.99	0.23	-0.00076	-0.99	0.23	10.819335653
-0.99	0.24	-0.00075	-0.99	0.24	10.821346472
-0.99	0.25	-0.00074	-0.99	0.25	10.823179707
-0.99	0.26	-0.00073	-0.99	0.26	10.825113349
-0.99	0.27	-0.00072	-0.99	0.27	10.827012718
-0.99	0.28	-0.00071	-0.99	0.28	10.828886446
-0.99	0.29	-0.0007	-0.99	0.29	10.830761867
-0.99	0.3	-0.00069	-0.99	0.3	10.832691924
-0.99	0.31	-0.00068	-0.99	0.31	10.834474269
-0.99	0.32	-0.00067	-0.99	0.32	10.836351372
-0.99	0.33	-0.00066	-0.99	0.33	10.838355901
-0.99	0.34	-0.00065	-0.99	0.34	10.840330556
-0.99	0.35	-0.00064	-0.99	0.35	10.842038797
-0.99	0.36	-0.00063	-0.99	0.36	10.843754646
-0.99	0.37	-0.00062	-0.99	0.37	10.845528786
-0.99	0.38	-0.00061	-0.99	0.38	10.847256177
-0.99	0.39	-0.0006	-0.99	0.39	10.849033031
-0.99	0.4	-0.00059	-0.99	0.4	10.850914627
-0.99	0.41	-0.00058	-0.99	0.41	10.852661724
-0.99	0.42	-0.00057	-0.99	0.42	10.854589931
-0.99	0.43	-0.00056	-0.99	0.43	10.856488826
-0.99	0.44	-0.00055	-0.99	0.44	10.858374191
-0.99	0.45	-0.00054	-0.99	0.45	10.860273822
-0.99	0.46	-0.00053	-0.99	0.46	10.862156965
-0.99	0.47	-0.00052	-0.99	0.47	10.864076847
-0.99	0.48	-0.00051	-0.99	0.48	10.865970348
-0.99	0.49	-0.0005	-0.99	0.49	10.867682107
-0.99	0.5	-0.00049	-0.99	0.5	10.869684901
-0.99	0.51	-0.00048	-0.99	0.51	10.871563247
-0.99	0.52	-0.00047	-0.99	0.52	10.873448007
-0.99	0.53	-0.00046	-0.99	0.53	10.875326572
-0.99	0.54	-0.00045	-0.99	0.54	10.877228531
-0.99	0.55	-0.00044	-0.99	0.55	10.879112906
-0.99	0.56	-0.00043	-0.99	0.56	10.880915585
-0.99	0.57	-0.00042	-0.99	0.57	10.88286592
-0.99	0.58	-0.00041	-0.99	0.58	10.884729379
-0.99	0.59	-0.0004	-0.99	0.59	10.886608273
-0.99	0.6	-0.00039	-0.99	0.6	10.888510711
-0.99	0.61	-0.00038	-0.99	0.61	10.890387992
-0.99	0.62	-0.00037	-0.99	0.62	10.892263539
-0.99	0.63	-0.00036	-0.99	0.63	10.894149585
-0.99	0.64	-0.00035	-0.99	0.64	10.895994668
-0.99	0.65	-0.00034	-0.99	0.65	10.897872516
-0.99	0.66	-0.00033	-0.99	0.66	10.899566586
-0.99	0.67	-0.00032	-0.99	0.67	10.90144417
-0.99	0.68	-0.00031	-0.99	0.68	10.903365247
-0.99	0.69	-0.0003	-0.99	0.69	10.905150155
-0.99	0.7	-0.00029	-0.99	0.7	10.907032263
-0.99	0.71	-0.00028	-0.99	0.71	10.908910317
-0.99	0.72	-0.00027	-0.99	0.72	10.910619138
-0.99	0.73	-0.00026	-0.99	0.73	10.912505586
-0.99	0.74	-0.00025	-0.99	0.74	10.914334254
-0.99	0.75	-0.00024	-0.99	0.75	10.916517488
-0.99	0.76	-0.00023	-0.99	0.76	10.918168621
-0.99	0.77	-0.00022	-0.99	0.77	10.919888757
-0.99	0.78	-0.00021	-0.99	0.78	10.921641701
-0.99	0.79	-0.0002	-0.99	0.79	10.923015518
-0.99	0.8	-0.00019	-0.99	0.8	10.924665813
-0.99	0.81	-0.00018	-0.99	0.81	10.926393893
-0.99	0.82	-0.00017	-0.99	0.82	10.928127038
-0.99	0.83	-0.00016	-0.99	0.83	10.92989583
-0.99	0.84	-0.00015	-0.99	0.84	10.93180353
-0.99	0.85	-0.00014	-0.99	0.85	10.933722432
-0.99	0.86	-0.00013	-0.99	0.86	10.935597357
-0.99	0.87	-0.00012	-0.99	0.87	10.937520635
-0.99	0.88	-0.00011	-0.99	0.88	10.93939856
-0.99	0.89	-9.99999999999999e-05	-0.99	0.89	10.941273169
-0.99	0.9	-8.99999999999999e-05	-0.99	0.9	10.943158336
-0.99	0.91	-7.99999999999998e-05	-0.99	0.91	10.945033888
-0.99	0.92	-7.00000000000001e-05	-0.99	0.92	10.946957347
-0.99	0.93	-6.00000000000001e-05	-0.99	0.93	10.948838638
-0.99	0.94	-5e-05	-0.99	0.94	10.950717067
-0.99	0.95	-4e-05	-0.99	0.95	10.952602094
-0.99	0.96	-3e-05	-0.99	0.96	10.954487538
-0.99	0.97	-2e-05	-0.99	0.97	10.956389599
-0.99	0.98	-1e-05	-0.99	0.98	10.958272903
-0.99	0.99	0	-0.99	0.99	10.960145205
-0.99	1	1e-05	-0.99	1	10.962019974

-0.98	-1	-0.00198	-0.98	-1	11.219514436
-0.98	-0.99	-0.00197	-0.98	-0.99	11.221052613
-0.98	-0.98	-0.00196	-0.98	-0.98	11.222528984
-0.98	-0.97	-0.00195	-0.98	-0.97	11.223787298
-0.98	-0.96	-0.00194	-0.98	-0.96	11.225036462
-0.98	-0.95	-0.00193	-0.98	-0.95	11.226485637
-0.98	-0.94	-0.00192	-0.98	-0.94	11.227927647
-0.98	-0.93	-0.00191	-0.98	-0.93	11.229247704
-0.98	-0.92	-0.0019	-0.98	-0.92	11.230764174
-0.98	-0.91	-0.00189	-0.98	-0.91	11.232097263
-0.98	-0.9	-0.00188	-0.98	-0.9	11.233567777
-0.98	-0.89	-0.00187	-0.98	-0.89	11.235012417
-0.98	-0.88	-0.00186	-0.98	-0.88	11.23646171
-0.98	-0.87	-0.00185	-0.98	-0.87	11.237937342
-0.98	-0.86	-0.00184	-0.98	-0.86	11.239373897
-0.98	-0.85	-0.00183	-0.98	-0.85	11.240834874
-0.98	-0.84	-0.00182	-0.98	-0.84	11.242273198
-0.98	-0.83	-0.00181	-0.98	-0.83	11.243707498
-0.98	-0.82	-0.0018	-0.98	-0.82	11.245039538
-0.98	-0.81	-0.00179	-0.98	-0.81	11.246316067
-0.98	-0.8	-0.00178	-0.98	-0.8	11.247768708
-0.98	-0.79	-0.00177	-0.98	-0.79	11.249160405
-0.98	-0.78	-0.00176	-0.98	-0.78	11.250413371
-0.98	-0.77	-0.00175	-0.98	-0.77	11.251851863
-0.98	-0.76	-0.00174	-0.98	-0.76	11.253280147
-0.98	-0.75	-0.00173	-0.98	-0.75	11.254721152
-0.98	-0.74	-0.00172	-0.98	-0.74	11.256123172
-0.98	-0.73	-0.00171	-0.98	-0.73	11.257514976
-0.98	-0.72	-0.0017	-0.98	-0.72	11.258907798
-0.98	-0.71	-0.00169	-0.98	-0.71	11.260297498
-0.98	-0.7	-0.00168	-0.98	-0.7	11.261691571
-0.98	-0.69	-0.00167	-0.98	-0.69	11.262876865
-0.98	-0.68	-0.00166	-0.98	-0.68	11.264116064
-0.98	-0.67	-0.00165	-0.98	-0.67	11.265529729
-0.98	-0.66	-0.00164	-0.98	-0.66	11.266993793
-0.98	-0.65	-0.00163	-0.98	-0.65	11.268390425
-0.98	-0.64	-0.00162	-0.98	-0.64	11.269769706
-0.98	-0.63	-0.00161	-0.98	-0.63	11.271154664
-0.98	-0.62	-0.0016	-0.98	-0.62	11.272527387
-0.98	-0.61	-0.00159	-0.98	-0.61	11.273896986
-0.98	-0.6	-0.00158	-0.98	-0.6	11.27503491
-0.98	-0.59	-0.00157	-0.98	-0.59	11.276461015
-0.98	-0.58	-0.00156	-0.98	-0.58	11.277843619
-0.98	-0.57	-0.00155	-0.98	-0.57	11.279224576
-0.98	-0.56	-0.00154	-0.98	-0.56	11.280606663
-0.98	-0.55	-0.00153	-0.98	-0.55	11.28176127
-0.98	-0.54	-0.00152	-0.98	-0.54	11.283146807
-0.98	-0.53	-0.00151	-0.98	-0.53	11.284403414
-0.98	-0.52	-0.0015	-0.98	-0.52	11.285801036
-0.98	-0.51	-0.00149	-0.98	-0.51	11.287182094
-0.98	-0.5	-0.00148	-0.98	-0.5	11.28856249
-0.98	-0.49	-0.00147	-0.98	-0.49	11.289944917
-0.98	-0.48	-0.00146	-0.98	-0.48	11.291327977
-0.98	-0.47	-0.00145	-0.98	-0.47	11.292713762
-0.98	-0.46	-0.00144	-0.98	-0.46	11.294095583
-0.98	-0.45	-0.00143	-0.98	-0.45	11.29548826
-0.98	-0.44	-0.00142	-0.98	-0.44	11.296933932
-0.98	-0.43	-0.00141	-0.98	-0.43	11.298325047
-0.98	-0.42	-0.0014	-0.98	-0.42	11.299720576
-0.98	-0.41	-0.00139	-0.98	-0.41	11.301143352
-0.98	-0.4	-0.00138	-0.98	-0.4	11.302552152
-0.98	-0.39	-0.00137	-0.98	-0.39	11.303766127
-0.98	-0.38	-0.00136	-0.98	-0.38	11.305091721
